vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,months,season
2597,Utility,619,2000,HILUX,White,02-04-2022,114,2022-04,Autumn
2598,Saloon,587,2004,TEANA,White,10-11-2021,105,2021-11,Spring
2599,Stationwagon,576,2006,ATENZA,Silver,23-02-2022,107,2022-02,Summer
2600,Stationwagon,540,2004,TERRITORY,Silver,26-02-2022,114,2022-02,Summer
2601,Utility,587,2002,NAVARA,Silver,07-01-2022,102,2022-01,Summer
2602,Hatchback,576,2004,DEMIO,White,04-11-2021,105,2021-11,Spring
2603,Stationwagon,619,2006,AVENSIS,Silver,11-10-2021,109,2021-10,Spring
2604,Stationwagon,548,2001,VX COMMODORE,Green,22-12-2021,103,2021-12,Summer
2605,Light Van,587,2008,CARAVAN,White,14-10-2021,114,2021-10,Spring
2606,Saloon,540,2013,FALCON,Blue,12-11-2021,105,2021-11,Spring
2607,Saloon,610,2002,LEGACY,Silver,28-01-2022,109,2022-01,Summer
2608,Hatchback,548,2013,BARINA SPARK,Black,28-03-2022,102,2022-03,Autumn
2609,Utility,544,2013,V200,Black,18-02-2022,103,2022-02,Summer
2610,Hatchback,633,2004,BEETLE,Black,25-12-2021,102,2021-12,Summer
2611,Stationwagon,576,2005,DEMIO,Red,06-11-2021,109,2021-11,Spring
2612,Light Van,540,2008,TRANSIT,White,18-01-2022,102,2022-01,Summer
2613,Saloon,550,2005,CIVIC,White,09-03-2022,109,2022-03,Autumn
2614,Cab and Chassis Only,556,2007,NQR,White,17-01-2022,102,2022-01,Summer
2615,Utility,587,2013,NAVARA,Red,02-04-2022,103,2022-04,Autumn
2616,Utility,587,2003,NAVARA,White,09-11-2021,114,2021-11,Spring
2617,Saloon,548,2013,COMMODORE,White,25-01-2022,114,2022-01,Summer
2618,Stationwagon,580,2006,OUTLANDER,White,18-01-2022,103,2022-01,Summer
2619,Hatchback,576,2006,DEMIO,White,26-02-2022,109,2022-02,Summer
2620,Saloon,610,1994,IMPREZA,White,02-04-2022,114,2022-04,Autumn
2621,Sports Car,576,1992,MX5,Red,28-01-2022,102,2022-01,Summer
2622,Hatchback,587,2005,TIIDA,Gold,15-11-2021,105,2021-11,Spring
2623,Stationwagon,610,2004,OUTBACK,Gold,28-02-2022,114,2022-02,Summer
2624,Saloon,576,2003,ATENZA,Silver,05-03-2022,114,2022-03,Autumn
2625,Saloon,576,2003,ATENZA,Silver,09-03-2022,114,2022-03,Autumn
2626,Stationwagon,576,2005,DEMIO,Purple,12-03-2022,102,2022-03,Autumn
2627,Utility,607,2013,ACTYON SPORT,Red,11-01-2022,108,2022-01,Summer
2628,Stationwagon,610,2003,FORESTER,Blue,27-10-2021,102,2021-10,Spring
2629,Stationwagon,619,2008,RAV4,White,25-12-2021,102,2021-12,Summer
2630,Hatchback,576,2002,DEMIO,Silver,27-02-2022,109,2022-02,Summer
2631,Hatchback,592,2013,208,Red,08-12-2021,114,2021-12,Summer
2632,Saloon,512,2006,323I,White,23-11-2021,102,2021-11,Spring
2633,Saloon,576,2005,ATENZA,Silver,07-12-2021,105,2021-12,Summer
2634,Saloon,548,2010,COMMODORE,Grey,16-10-2021,102,2021-10,Spring
2635,Stationwagon,580,2005,COLT,Silver,08-01-2022,102,2022-01,Summer
2636,Saloon,512,1996,318TI,Blue,04-11-2021,102,2021-11,Spring
2637,Hatchback,576,2004,DEMIO,Silver,05-03-2022,103,2022-03,Autumn
2638,Saloon,619,2006,MARKX,White,22-02-2022,107,2022-02,Summer
2639,Saloon,587,2006,TIIDA,Silver,06-02-2022,103,2022-02,Summer
2640,Stationwagon,619,2005,WISH,Silver,24-12-2021,102,2021-12,Summer
2641,Hatchback,587,2005,TIIDA,White,23-01-2022,102,2022-01,Summer
2642,Utility,540,2013,RANGER,Silver,22-10-2021,105,2021-10,Spring
2643,Saloon,550,2005,CIVIC,Silver,12-10-2021,109,2021-10,Spring
2644,Hatchback,619,2004,VITZ,Red,26-02-2022,102,2022-02,Summer
2645,Hatchback,550,2006,FIT,Grey,03-04-2022,102,2022-04,Autumn
2646,Hatchback,576,2004,DEMIO,White,29-01-2022,102,2022-01,Summer
2647,Stationwagon,540,2014,KUGA,Silver,15-10-2021,114,2021-10,Spring
2648,Hatchback,598,2006,LUTECIA,Orange,29-03-2022,103,2022-03,Autumn
2649,Saloon,610,2005,LEGACY,Black,07-01-2022,102,2022-01,Summer
2650,Hatchback,633,2006,GOLF,Black,17-03-2022,109,2022-03,Autumn
2651,Stationwagon,576,2006,MPV,Black,09-11-2021,105,2021-11,Spring
2652,Saloon,576,2006,ATENZA,Grey,30-01-2022,109,2022-01,Summer
2653,Saloon,576,2006,ATENZA,White,02-03-2022,102,2022-03,Autumn
2654,Hatchback,587,2004,MARCH,Blue,03-12-2021,102,2021-12,Summer
2655,Saloon,576,2005,RX-8,Silver,02-04-2022,114,2022-04,Autumn
2656,Stationwagon,550,2004,ODYSSEY,White,27-02-2022,102,2022-02,Summer
2657,Light Van,619,2008,REGIUS,Silver,10-03-2022,102,2022-03,Autumn
2658,Saloon,550,2003,ACCORD,Silver,12-11-2021,102,2021-11,Spring
2659,Utility,587,2014,NAVARA,Black,09-03-2022,102,2022-03,Autumn
2660,Hatchback,587,2004,TIIDA,Grey,22-03-2022,102,2022-03,Autumn
2661,Stationwagon,550,2006,AIRWAVE,Purple,28-02-2022,105,2022-02,Summer
2662,Hatchback,587,2004,TIIDA,Silver,20-03-2022,103,2022-03,Autumn
2663,Hatchback,576,2004,DEMIO,Silver,24-03-2022,109,2022-03,Autumn
2664,Hatchback,576,2004,DEMIO,Silver,05-12-2021,109,2021-12,Summer
2665,Hatchback,531,2008,BOON,Silver,30-01-2022,102,2022-01,Summer
2666,Saloon,619,2008,PRIUS,White,25-12-2021,102,2021-12,Summer
2667,Light Van,619,2006,HIACE,Red,21-03-2022,109,2022-03,Autumn
2668,Saloon,512,2005,320I,White,30-12-2021,114,2021-12,Summer
2669,Saloon,548,2006,COMMODORE,Gold,11-02-2022,114,2022-02,Summer
2670,Stationwagon,610,2004,OUTBACK,Gold,04-03-2022,102,2022-03,Autumn
2671,Utility,587,2005,NAVARA,Green,08-01-2022,109,2022-01,Summer
2672,Saloon,523,1971,CHARGER R/T,White,23-02-2022,103,2022-02,Summer
2673,Stationwagon,619,2005,ESTIMA,Silver,02-11-2021,114,2021-11,Spring
2674,Utility,580,1999,L200,Green,20-02-2022,108,2022-02,Summer
2675,Stationwagon,619,2007,IPSUM,White,14-03-2022,104,2022-03,Autumn
2676,Utility,619,2014,HILUX,Black,30-01-2022,114,2022-01,Summer
2677,Hatchback,611,2006,SWIFT,Red,06-02-2022,102,2022-02,Summer
2678,Hatchback,611,2005,SWIFT,Silver,05-02-2022,102,2022-02,Summer
2679,Stationwagon,576,2007,CX-7,Blue,29-03-2022,115,2022-03,Autumn
2680,Saloon,576,2006,ATENZA,Black,03-11-2021,114,2021-11,Spring
2681,Stationwagon,512,2008,X5,Grey,05-01-2022,102,2022-01,Summer
2682,Hatchback,619,2006,VITZ,White,20-01-2022,102,2022-01,Summer
2683,Stationwagon,550,2005,AIRWAVE,Green,25-02-2022,102,2022-02,Summer
2684,Stationwagon,540,2014,KUGA,White,02-03-2022,102,2022-03,Autumn
2685,Heavy Van,619,1996,HIACE,White,16-12-2021,109,2021-12,Summer
2686,Stationwagon,550,2004,STREAM,Black,15-01-2022,107,2022-01,Summer
2687,Stationwagon,587,2005,PRESAGE,Silver,25-01-2022,103,2022-01,Summer
2688,Hatchback,550,2004,FIT,Silver,07-03-2022,102,2022-03,Autumn
2689,Utility,619,2010,HILUX,Silver,06-02-2022,104,2022-02,Summer
2690,Hatchback,550,2006,FIT,Red,15-03-2022,103,2022-03,Autumn
2691,Hatchback,576,2006,DEMIO,White,01-03-2022,109,2022-03,Autumn
2692,Saloon,577,2009,E350,Silver,28-03-2022,102,2022-03,Autumn
2693,Light Van,580,2014,L300,White,15-10-2021,102,2021-10,Spring
2694,Stationwagon,610,2011,LEGACY,Grey,22-02-2022,102,2022-02,Summer
2695,Light Van,619,2014,HIACE,Red,25-01-2022,114,2022-01,Summer
2696,Utility,576,2014,BT-50,Blue,26-02-2022,104,2022-02,Summer
2697,Stationwagon,577,2014,GL-CLASS,Silver,30-01-2022,114,2022-01,Summer
2698,Hatchback,619,2009,PRIUS,White,09-03-2022,109,2022-03,Autumn
2699,Stationwagon,550,2006,STREAM,Black,02-11-2021,101,2021-11,Spring
2700,Utility,587,2014,NAVARA,Grey,02-04-2022,107,2022-04,Autumn
2701,Hatchback,579,2005,COOPER,Gold,26-02-2022,115,2022-02,Summer
2702,Hatchback,576,2004,DEMIO,Black,23-03-2022,102,2022-03,Autumn
2703,Saloon,512,2001,318I,Silver,27-02-2022,102,2022-02,Summer
2704,Saloon,587,2007,TIIDA,White,21-12-2021,105,2021-12,Summer
2705,Light Van,619,2009,HIACE,Yellow,15-02-2022,102,2022-02,Summer
2706,Saloon,507,2004,TT,Black,19-03-2022,114,2022-03,Autumn
2707,Hatchback,512,2005,120I,Grey,15-01-2022,106,2022-01,Summer
2708,Saloon,580,1999,MAGNA,Black,27-01-2022,102,2022-01,Summer
2709,Stationwagon,564,2014,SORENTO,Silver,24-03-2022,104,2022-03,Autumn
2710,Hatchback,587,2004,MARCH,Silver,24-01-2022,107,2022-01,Summer
2711,Hatchback,580,2005,COLT,Silver,14-03-2022,102,2022-03,Autumn
2712,Stationwagon,610,1997,FORESTER,Red,11-03-2022,115,2022-03,Autumn
2713,Stationwagon,587,2004,SERENA,White,09-01-2022,102,2022-01,Summer
2714,Hatchback,587,2005,TIIDA,Gold,17-02-2022,102,2022-02,Summer
2715,Saloon,619,2005,MARKX,Silver,13-02-2022,104,2022-02,Summer
2716,Saloon,576,2005,AXELA,Grey,21-01-2022,103,2022-01,Summer
2717,Hatchback,576,2005,DEMIO,Silver,28-02-2022,102,2022-02,Summer
2718,Stationwagon,610,1998,IMPREZA,Silver,05-04-2022,114,2022-04,Autumn
2719,Stationwagon,548,2014,CAPTIVA,Black,28-11-2021,114,2021-11,Spring
2720,Saloon,540,2014,FALCON,White,10-12-2021,115,2021-12,Summer
2721,Saloon,587,1995,PULSAR,Silver,13-12-2021,109,2021-12,Summer
2722,Stationwagon,548,2014,CAPTIVA,Gold,17-03-2022,102,2022-03,Autumn
2723,Utility,540,2006,COURIER,Silver,13-02-2022,104,2022-02,Summer
2724,Saloon,507,1998,A4,Silver,14-01-2022,102,2022-01,Summer
2725,Hatchback,576,2005,AXELA,Blue,12-01-2022,104,2022-01,Summer
2726,Saloon,512,2005,320I,Black,10-02-2022,102,2022-02,Summer
2727,Saloon,548,2005,COMMODORE,Blue,11-02-2022,103,2022-02,Summer
2728,Stationwagon,576,2006,MPV,White,26-11-2021,102,2021-11,Spring
2729,Hatchback,587,2005,TIIDA,Silver,28-02-2022,103,2022-02,Summer
2730,Trail Bike,550,1981,XL250S,Red,17-12-2021,115,2021-12,Summer
2731,Saloon,555,2014,I40,Silver,29-03-2022,102,2022-03,Autumn
2732,Saloon,576,2005,ATENZA,White,25-02-2022,109,2022-02,Summer
2733,Saloon,512,2006,525I,Grey,21-11-2021,103,2021-11,Spring
2734,Light Van,619,2007,HIACE,White,25-01-2022,114,2022-01,Summer
2735,Hatchback,576,2004,DEMIO,Blue,13-02-2022,102,2022-02,Summer
2736,Utility,619,2005,HILUX,Purple,18-12-2021,103,2021-12,Summer
2737,Utility,619,2014,HILUX,Black,17-01-2022,104,2022-01,Summer
2738,Hatchback,587,2005,TIIDA,Silver,22-12-2021,102,2021-12,Summer
2739,Flat Deck Truck,587,1993,ATLAS,White,12-10-2021,114,2021-10,Spring
2740,Hatchback,587,2005,TIIDA,Gold,17-02-2022,105,2022-02,Summer
2741,Stationwagon,619,1998,LANDCRUISER,Green,07-03-2022,114,2022-03,Autumn
2742,Saloon,619,2005,MARKX,Silver,30-03-2022,102,2022-03,Autumn
2743,Stationwagon,610,2005,LEGACY,White,28-02-2022,102,2022-02,Summer
2744,Hatchback,576,2005,DEMIO,Blue,04-03-2022,104,2022-03,Autumn
2745,Saloon,576,2004,AXELA,Silver,23-02-2022,104,2022-02,Summer
2746,Saloon,610,2000,IMPREZA,White,12-03-2022,109,2022-03,Autumn
2747,Hatchback,576,2007,DEMIO,Purple,07-03-2022,101,2022-03,Autumn
2748,Stationwagon,587,2006,LAFESTA,White,15-01-2022,105,2022-01,Summer
2749,Stationwagon,633,2003,GOLF,Silver,18-01-2022,101,2022-01,Summer
2750,Saloon,587,2007,SKYLINE,White,08-12-2021,102,2021-12,Summer
2751,Stationwagon,619,2004,AVENSIS,Silver,06-03-2022,102,2022-03,Autumn
2752,Stationwagon,619,2006,RACTIS,Brown,04-04-2022,102,2022-04,Autumn
2753,Stationwagon,580,1995,PAJERO,White,17-01-2022,102,2022-01,Summer
2754,Stationwagon,587,2004,ELGRAND,Silver,21-01-2022,109,2022-01,Summer
2755,Saloon,619,2005,MARKX,White,16-03-2022,103,2022-03,Autumn
2756,Stationwagon,610,2005,FORESTER,Green,24-02-2022,109,2022-02,Summer
2757,Stationwagon,569,2006,DISCOVERY,Silver,19-10-2021,115,2021-10,Spring
2758,Stationwagon,610,2006,IMPREZA,Blue,03-04-2022,102,2022-04,Autumn
2759,Stationwagon,619,2004,WISH,Silver,25-03-2022,101,2022-03,Autumn
2760,Utility,587,2014,NAVARA,Silver,12-03-2022,109,2022-03,Autumn
2761,Stationwagon,576,2004,DEMIO,Blue,22-03-2022,102,2022-03,Autumn
2762,Saloon,587,2006,TIIDA,Silver,01-02-2022,102,2022-02,Summer
2763,Stationwagon,507,2005,A4,Silver,29-11-2021,102,2021-11,Spring
2764,Utility,619,2014,HILUX,White,01-04-2022,106,2022-04,Autumn
2765,Stationwagon,619,1997,HILUX,Green,29-01-2022,109,2022-01,Summer
2766,Saloon,512,2003,318I,Silver,05-04-2022,102,2022-04,Autumn
2767,Light Van,619,2009,HIACE,White,10-01-2022,114,2022-01,Summer
2768,Hatchback,550,2014,JAZZ,Silver,19-02-2022,109,2022-02,Summer
2769,Stationwagon,550,2005,ODYSSEY,Purple,17-11-2021,102,2021-11,Spring
2770,Stationwagon,619,2014,RAV4,Blue,08-02-2022,114,2022-02,Summer
2771,Stationwagon,587,2005,PRESAGE,White,29-12-2021,103,2021-12,Summer
2772,Stationwagon,576,2004,ATENZA,White,02-04-2022,102,2022-04,Autumn
2773,Stationwagon,587,2005,PRESAGE,Silver,16-01-2022,114,2022-01,Summer
2774,Stationwagon,610,2005,FORESTER,Silver,05-12-2021,102,2021-12,Summer
2775,Stationwagon,559,2014,GRAND CHEROKEE,Black,27-01-2022,114,2022-01,Summer
2776,Hatchback,576,2005,DEMIO,Silver,01-04-2022,104,2022-04,Autumn
2777,Utility,619,2014,HILUX,White,26-03-2022,111,2022-03,Autumn
2778,Stationwagon,576,2008,ATENZA,Black,30-10-2021,109,2021-10,Spring
2779,Saloon,587,2006,TEANA,Gold,24-03-2022,102,2022-03,Autumn
2780,Hatchback,633,2011,GOLF,White,01-04-2022,102,2022-04,Autumn
2781,Saloon,576,2003,ATENZA,Red,17-10-2021,103,2021-10,Spring
2782,Saloon,619,2002,CAMRY,Red,02-04-2022,108,2022-04,Autumn
2783,Hatchback,592,2014,208,Blue,01-04-2022,103,2022-04,Autumn
2784,Hatchback,619,2007,BLADE,Black,25-12-2021,108,2021-12,Summer
2785,Hatchback,576,2005,DEMIO,Purple,23-03-2022,109,2022-03,Autumn
2786,Saloon,512,2008,323I,Black,27-01-2022,102,2022-01,Summer
2787,Hatchback,611,2007,SWIFT,Grey,16-11-2021,102,2021-11,Spring
2788,Utility,548,2015,COLORADO,Black,12-01-2022,116,2022-01,Summer
2789,Hatchback,576,2008,AXELA,White,17-10-2021,105,2021-10,Spring
2790,Stationwagon,610,2005,LEGACY,White,24-10-2021,114,2021-10,Spring
2791,Hatchback,548,2015,CRUZE,Silver,18-11-2021,104,2021-11,Spring
2792,Hatchback,550,2001,INTEGRA,White,05-03-2022,102,2022-03,Autumn
2793,Stationwagon,580,2006,OUTLANDER,White,06-12-2021,114,2021-12,Summer
2794,Stationwagon,576,2007,ATENZA,Red,06-12-2021,102,2021-12,Summer
2795,Hatchback,587,2006,TIIDA,Grey,02-03-2022,103,2022-03,Autumn
2796,Hatchback,576,2009,AXELA,Grey,19-02-2022,103,2022-02,Summer
2797,Hatchback,576,2009,AXELA,Grey,24-02-2022,103,2022-02,Summer
2798,Utility,540,2003,COURIER,Green,22-12-2021,109,2021-12,Summer
2799,Stationwagon,576,2003,FAMILIA,Silver,27-02-2022,104,2022-02,Summer
2800,Saloon,507,2009,S4,Silver,26-02-2022,102,2022-02,Summer
2801,Stationwagon,611,2007,GRAND VITARA,Brown,28-03-2022,109,2022-03,Autumn
2802,Stationwagon,550,2004,ODYSSEY,Grey,07-03-2022,109,2022-03,Autumn
2803,Stationwagon,576,2003,ATENZA,White,05-04-2022,102,2022-04,Autumn
2804,Stationwagon,610,2006,FORESTER,Silver,05-04-2022,102,2022-04,Autumn
2805,Convertible,512,2008,335I,Black,21-11-2021,102,2021-11,Spring
2806,Saloon,580,2007,GALANT,Grey,12-03-2022,109,2022-03,Autumn
2807,Other Truck,556,2015,F SERIES,White,28-02-2022,108,2022-02,Summer
2808,Stationwagon,610,2000,IMPREZA,Red,27-10-2021,109,2021-10,Spring
2809,Stationwagon,576,2007,PREMACY,Purple,01-03-2022,102,2022-03,Autumn
2810,Hatchback,633,2008,GOLF,Blue,10-11-2021,114,2021-11,Spring
2811,Hatchback,587,2005,NOTE,White,18-10-2021,102,2021-10,Spring
2812,Hatchback,611,2005,SWIFT,Grey,16-11-2021,102,2021-11,Spring
2813,Saloon,550,2001,TORNEO,Grey,04-04-2022,109,2022-04,Autumn
2814,Hatchback,633,2005,GOLF,Black,20-12-2021,102,2021-12,Summer
2815,Trailer - Heavy,549,1974,TRAILER,White,23-01-2022,114,2022-01,Summer
2816,Saloon,550,2006,ACCORD,Silver,28-02-2022,104,2022-02,Summer
2817,Light Van,540,1978,FALCON,Blue,10-11-2021,111,2021-11,Spring
2818,Hatchback,619,2015,AQUA,Silver,14-11-2021,102,2021-11,Spring
2819,Utility,619,1996,HILUX,White,21-12-2021,115,2021-12,Summer
2820,Trailer,623,1965,BURNETTS,Silver,18-12-2021,114,2021-12,Summer
2821,Boat Trailer,623,2007,BOAT - JET SKI,Grey,14-02-2022,102,2022-02,Summer
2822,Trailer,538,2007,BRENT SMITH TRAILERS,Silver,08-02-2022,104,2022-02,Summer
2823,Boat Trailer,623,2006,BOAT,Silver,27-12-2021,107,2021-12,Summer
2824,Trailer - Heavy,623,2007,LOCAL,Grey,26-11-2021,103,2021-11,Spring
2825,Trailer,623,1982,HOMEMADE,Red,25-01-2022,114,2022-01,Summer
2826,Trailer - Heavy,623,2007,PRESCOT TANDEM WHEEL,Silver,28-01-2022,102,2022-01,Summer
2827,Trailer,623,2000,HOMEBUILT,Silver,06-12-2021,104,2021-12,Summer
2828,Caravan,519,1994,COMPASS VANTAGE,White,29-11-2021,102,2021-11,Spring
2829,Trailer,623,2007,BOX,Silver,09-03-2022,101,2022-03,Autumn
2830,Trailer - Heavy,623,2007,MOTORBIKE,Silver,07-12-2021,102,2021-12,Summer
2831,Boat Trailer,623,2007,BOAT SMARTWAVE,Silver,23-11-2021,111,2021-11,Spring
2832,Stationwagon,610,2006,LEGACY,Grey,04-04-2022,114,2022-04,Autumn
2833,Utility,540,2007,RANGER,White,10-03-2022,101,2022-03,Autumn
2834,Stationwagon,576,2005,PREMACY,Silver,21-03-2022,101,2022-03,Autumn
2835,Utility,548,2012,COMMODORE,Black,24-02-2022,102,2022-02,Summer
2836,Saloon,610,2009,IMPREZA,Silver,20-03-2022,102,2022-03,Autumn
2837,Saloon,577,2000,C200,Silver,22-12-2021,102,2021-12,Summer
2838,Saloon,619,2005,ALLION,Silver,26-03-2022,102,2022-03,Autumn
2839,Saloon,587,2006,SKYLINE,Red,22-11-2021,103,2021-11,Spring
2840,Stationwagon,587,2005,PRESAGE,Blue,29-11-2021,102,2021-11,Spring
2841,Light Bus,587,2009,CARAVAN,Silver,31-01-2022,101,2022-01,Summer
2842,Stationwagon,619,2015,HIGHLANDER,Grey,25-11-2021,114,2021-11,Spring
2843,Hatchback,633,2003,POLO,Red,15-01-2022,102,2022-01,Summer
2844,Hatchback,521,2015,J3,Red,07-01-2022,103,2022-01,Summer
2845,Saloon,619,2006,MARKX,White,28-03-2022,109,2022-03,Autumn
2846,Hatchback,611,2012,SWIFT,Silver,31-12-2021,114,2021-12,Summer
2847,Stationwagon,550,2001,ACCORD,Silver,29-03-2022,102,2022-03,Autumn
2848,Stationwagon,534,2008,NITRO,Silver,25-02-2022,109,2022-02,Summer
2849,Light Van,619,2009,REGIUS,Silver,13-11-2021,109,2021-11,Spring
2850,Stationwagon,576,2004,MPV,Grey,17-03-2022,102,2022-03,Autumn
2851,Stationwagon,619,2007,RAUM,Blue,16-03-2022,102,2022-03,Autumn
2852,Saloon,576,2007,AXELA,White,27-03-2022,104,2022-03,Autumn
2853,Hatchback,576,2004,DEMIO,Silver,04-04-2022,102,2022-04,Autumn
2854,Hatchback,587,2004,MARCH,Silver,05-02-2022,102,2022-02,Summer
2855,Hatchback,619,2006,VITZ,White,25-03-2022,105,2022-03,Autumn
2856,Stationwagon,610,2006,FORESTER,Black,04-04-2022,102,2022-04,Autumn
2857,Stationwagon,577,2001,ML320,Blue,11-02-2022,103,2022-02,Summer
2858,Utility,576,2001,BOUNTY,Green,16-12-2021,105,2021-12,Summer
2859,Stationwagon,610,2006,FORESTER,Black,08-01-2022,103,2022-01,Summer
2860,Stationwagon,610,2006,FORESTER,Black,08-01-2022,103,2022-01,Summer
2861,Sports Car,576,2006,RX8,Black,01-03-2022,104,2022-03,Autumn
2862,Stationwagon,550,2004,CRV,Silver,19-01-2022,101,2022-01,Summer
2863,Light Van,619,2015,HIACE,White,06-04-2022,103,2022-04,Autumn
2864,Stationwagon,548,2008,COMMODORE,Red,06-03-2022,116,2022-03,Autumn
2865,Light Van,576,2009,BONGO,White,26-03-2022,109,2022-03,Autumn
2866,Hatchback,633,2006,GOLF,Silver,05-02-2022,102,2022-02,Summer
2867,Stationwagon,548,2012,CAPTIVA,Grey,29-11-2021,104,2021-11,Spring
2868,Sports Car,576,2005,RX-8,Blue,29-03-2022,109,2022-03,Autumn
2869,Saloon,587,2007,SKYLINE,Grey,27-01-2022,102,2022-01,Summer
2870,Stationwagon,576,2006,AXELA,Silver,02-04-2022,102,2022-04,Autumn
2871,Stationwagon,550,2006,CRV,Gold,25-01-2022,114,2022-01,Summer
2872,Stationwagon,610,2004,FORESTER,Black,23-03-2022,108,2022-03,Autumn
2873,Saloon,580,2004,LANCER,Blue,07-02-2022,102,2022-02,Summer
2874,Saloon,587,2006,BLUEBIRD,Silver,19-03-2022,102,2022-03,Autumn
2875,Saloon,580,1993,LANCER,White,11-11-2021,109,2021-11,Spring
2876,Hatchback,576,2004,AXELA,Grey,01-03-2022,114,2022-03,Autumn
2877,Stationwagon,619,1997,CALDINA,White,12-11-2021,102,2021-11,Spring
2878,Hatchback,619,2006,VITZ,Silver,29-03-2022,102,2022-03,Autumn
2879,Utility,556,2015,D-MAX,Silver,07-11-2021,108,2021-11,Spring
2880,Utility,619,2013,HILUX,Grey,09-11-2021,104,2021-11,Spring
2881,Other Truck,619,2010,DYNA,White,23-01-2022,102,2022-01,Summer
2882,Stationwagon,550,2004,STREAM,Silver,02-04-2022,102,2022-04,Autumn
2883,Hatchback,550,2006,FIT,Red,17-03-2022,102,2022-03,Autumn
2884,Stationwagon,587,2007,EXPERT,Silver,27-12-2021,104,2021-12,Summer
2885,Utility,540,2003,COURIER,Orange,01-04-2022,114,2022-04,Autumn
2886,Saloon,587,2009,TIIDA,Silver,05-04-2022,102,2022-04,Autumn
2887,Saloon,576,2006,RX-8,Red,31-12-2021,108,2021-12,Summer
2888,Stationwagon,619,2004,WISH,Blue,01-03-2022,114,2022-03,Autumn
2889,Stationwagon,619,2015,RAV4,Silver,31-03-2022,102,2022-03,Autumn
2890,Saloon,619,2006,CELSIOR,Blue,04-03-2022,102,2022-03,Autumn
2891,Sports Car,512,2006,335I,Grey,04-02-2022,105,2022-02,Summer
2892,Saloon,512,2006,323I,Blue,06-03-2022,102,2022-03,Autumn
2893,Saloon,610,2006,LEGACY,White,11-03-2022,114,2022-03,Autumn
2894,Stationwagon,576,2005,MPV,Black,20-01-2022,103,2022-01,Summer
2895,Saloon,579,2005,COOPER,Blue,07-12-2021,104,2021-12,Summer
2896,Saloon,619,1998,ARISTO,Grey,11-02-2022,108,2022-02,Summer
2897,Stationwagon,610,2004,LEGACY,Grey,27-02-2022,107,2022-02,Summer
2898,Stationwagon,619,2004,ESTIMA,White,04-12-2021,103,2021-12,Summer
2899,Hatchback,576,2005,DEMIO,Black,11-11-2021,104,2021-11,Spring
2900,Stationwagon,550,2004,ODYSSEY,Purple,03-01-2022,114,2022-01,Summer
2901,Saloon,512,2006,323I,Blue,01-03-2022,104,2022-03,Autumn
2902,Hatchback,540,1995,FESTIVA GLXI 1.3,Red,04-02-2022,109,2022-02,Summer
2903,Hatchback,619,2005,VITZ,Blue,18-03-2022,106,2022-03,Autumn
2904,Stationwagon,534,2015,JOURNEY,White,29-03-2022,102,2022-03,Autumn
2905,Saloon,507,2008,A4,Black,05-04-2022,102,2022-04,Autumn
2906,Hatchback,550,2006,FIT,Grey,26-03-2022,102,2022-03,Autumn
2907,Hatchback,576,2006,AXELA,Blue,15-01-2022,107,2022-01,Summer
2908,Stationwagon,587,2004,MURANO,Grey,15-03-2022,105,2022-03,Autumn
2909,Utility,540,1995,COURIER,Red,28-01-2022,103,2022-01,Summer
2910,Saloon,576,2007,ATENZA,White,04-04-2022,103,2022-04,Autumn
2911,Saloon,550,2000,INTEGRA,White,04-12-2021,102,2021-12,Summer
2912,Saloon,550,1997,PRELUDE,White,29-11-2021,103,2021-11,Spring
2913,Sports Car,512,1999,328CI,Silver,04-02-2022,104,2022-02,Summer
2914,Hatchback,576,2005,DEMIO,Blue,11-12-2021,104,2021-12,Summer
2915,Roadbike,594,2015,MP3,Grey,03-12-2021,102,2021-12,Summer
2916,Hatchback,619,2004,RAUM,Green,12-10-2021,114,2021-10,Spring
2917,Saloon,619,2005,CAMRY,Silver,12-01-2022,103,2022-01,Summer
2918,Hatchback,611,2005,SWIFT,Red,10-12-2021,105,2021-12,Summer
2919,Saloon,580,1998,LANCER,Silver,02-03-2022,114,2022-03,Autumn
2920,Hatchback,550,2005,FIT,Blue,21-12-2021,101,2021-12,Summer
2921,Saloon,619,2008,MARKX,Silver,08-03-2022,102,2022-03,Autumn
2922,Hatchback,576,2005,DEMIO,Grey,11-03-2022,103,2022-03,Autumn
2923,Hatchback,576,2006,DEMIO,White,01-02-2022,114,2022-02,Summer
2924,Stationwagon,610,2004,OUTBACK,White,13-03-2022,103,2022-03,Autumn
2925,Utility,548,2002,UTE,Green,27-11-2021,105,2021-11,Spring
2926,Saloon,587,2006,BLUEBIRD,White,20-03-2022,102,2022-03,Autumn
2927,Utility,540,2015,RANGER,Black,13-12-2021,101,2021-12,Summer
2928,Convertible,512,2006,Z4,Silver,19-01-2022,102,2022-01,Summer
2929,Stationwagon,548,2007,CAPTIVA,Silver,17-02-2022,115,2022-02,Summer
2930,Utility,587,2015,NAVARA,Black,03-03-2022,101,2022-03,Autumn
2931,Saloon,576,2005,AXELA,Grey,26-12-2021,102,2021-12,Summer
2932,Hatchback,512,2004,MINI,Silver,26-03-2022,105,2022-03,Autumn
2933,Stationwagon,576,2006,MPV,Grey,22-03-2022,103,2022-03,Autumn
