id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
2481,1729,1729,2009/2010,9,19-10-2009 00:00,658691,9879,8667,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,5,7,7,7,7,11,30633,37266,23780,26777,24781,30956,30338,43247,34574,24661,24741,23021,40132,23284,38816,23022,26066,97489,34437,39073,23225,37798,1.67,3.6,5.5,1.65,3.65,5,1.7,3.5,4.9,1.62,3.75,5.5,,,,1.62,3.75,5.5,1.67,3.6,5.5,1.67,3.4,4.5,1.7,3.5,4.9,1.67,3.5,5
2482,1729,1729,2009/2010,9,17-10-2009 00:00,658692,8668,8602,1,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,31465,24023,24004,24216,24846,24006,109058,30839,10491,30876,30735,36283,40022,32581,23334,23435,32148,24676,35466,23425,23291,34433,1.44,4.2,6.5,1.4,4.2,7.65,1.45,4,7,1.5,4,7,,,,1.44,4,8,1.44,4.33,7,1.44,3.6,7,1.4,4.2,8,1.44,4,8
2483,1729,1729,2009/2010,9,18-10-2009 00:00,658693,8655,8191,3,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30622,26256,23921,19020,38836,109621,38711,23927,30342,23916,49825,24788,34230,23349,24452,24212,11496,38504,23185,23074,32627,23190,1.73,3.6,5,1.75,3.45,4.5,1.75,3.5,4.6,1.8,3.5,4.5,,,,1.75,3.4,5,1.8,3.5,4.5,1.75,3.5,4.5,1.75,3.4,4.75,1.75,3.25,4.75
2484,1729,1729,2009/2010,9,17-10-2009 00:00,658694,10252,8455,2,1,1,2,4,6,8,5,3,5,7,4,6,1,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,5,7,7,7,10,10,1,3,3,3,3,5,7,7,9,11,11,30380,33863,24751,24211,24136,38609,38807,23283,23354,26165,23264,30859,25925,30911,30627,38834,30675,30631,30679,30686,37804,30822,4.5,3.6,1.8,4.1,3.55,1.8,4,3.4,1.85,4.5,3.5,1.8,,,,4.6,3.4,1.8,4.33,3.5,1.83,4.33,3.4,1.8,4.33,3.4,1.8,4.5,3.4,1.83
2485,1729,1729,2009/2010,9,17-10-2009 00:00,658695,8472,8650,1,0,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,2,4,6,8,3,4,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,10,10,10,32562,36786,34275,24740,43259,38802,26171,25150,17866,23949,30988,30660,22764,30617,25984,34036,95327,95331,34222,37139,24800,30915,4.2,3.4,1.91,4.65,3.6,1.7,4.6,3.5,1.75,4.5,3.5,1.8,,,,4.6,3.4,1.8,4.5,3.5,1.8,4,3.4,1.8,4.1,3.4,1.85,4.33,3.4,1.8
2486,1729,1729,2009/2010,9,18-10-2009 00:00,658696,8528,8456,1,1,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,7,10,10,34421,34987,35472,24230,111865,129817,25005,40015,29581,71550,30953,24224,30509,24208,33086,30635,30367,30598,23782,33633,38817,30960,5,3.6,1.73,5,3.6,1.65,4.6,3.5,1.75,5,3.5,1.73,,,,5,3.5,1.73,5.5,3.6,1.67,4.5,3.4,1.7,4.75,3.5,1.72,5,3.25,1.73
2487,1729,1729,2009/2010,9,17-10-2009 00:00,658697,8462,8586,1,2,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36286,24137,26108,47418,23939,40004,23889,27335,24528,38704,30901,30455,46403,30354,26209,40006,30895,30818,24656,38820,30348,24635,4.5,3.5,1.83,4.9,3.65,1.65,4.3,3.4,1.8,4.5,3.5,1.8,,,,4.6,3.4,1.8,5,3.5,1.73,4,3.4,1.8,4.25,3.5,1.8,4.5,3.25,1.8
2488,1729,1729,2009/2010,9,17-10-2009 00:00,658698,9825,8658,3,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,7,11,37233,30935,38835,26005,78513,30613,23678,27277,31013,30843,31435,31432,24226,34193,23837,23787,35443,24978,33049,24005,24002,31953,1.17,7,19,1.16,6.5,15,1.2,5.5,14,1.17,7,15,,,,1.17,7,17,1.17,6.5,19,1.14,6,15,1.17,7,13,1.17,7,17
2489,1729,1729,2010/2011,1,14-08-2010 00:00,839796,10252,8654,3,0,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30380,30357,161414,24211,24136,139671,30892,38609,38807,23354,26165,36374,35110,109897,23818,26348,36394,24223,37169,34590,30734,34543,2,3.3,4,1.85,3.4,4.1,1.8,3.4,4,1.83,3.4,4.33,,,,1.91,3.25,4.33,2,3.4,3.75,2,3.25,4.2,2,3.25,3.75,1.8,3.4,4.33
2490,1729,1729,2010/2011,1,14-08-2010 00:00,839797,8655,8668,1,0,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,9,11,30622,30658,19020,23921,30739,23927,186137,30342,23916,25667,21613,31465,30371,23268,24216,24846,24006,39618,24011,36012,30876,30735,2.88,3.25,2.5,2.75,3.25,2.45,2.55,3.2,2.5,2.8,3.3,2.5,,,,2.88,3.2,2.5,2.75,3.3,2.5,3.1,3.3,2.38,2.9,3.2,2.4,2.7,3.25,2.5
2491,1729,1729,2010/2011,1,14-08-2010 00:00,839799,8559,9879,0,0,1,2,4,6,8,2,4,8,6,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,23932,26454,23783,40128,24728,130670,35532,33633,24455,34261,23934,35477,37266,23780,26777,33045,24020,25253,30338,34574,24737,24741,2.2,3.3,3.4,2.15,3.25,3.25,2.2,3.2,3,2.25,3.3,3.2,,,,2.15,3.2,3.5,2.3,3.4,3,2.2,3.3,3.4,2.2,3.25,3.2,2.2,3.2,3.25
2492,1729,1729,2010/2011,1,14-08-2010 00:00,839800,8455,8659,6,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,30859,30856,26564,30627,38834,30631,32345,30675,37804,30822,30679,36373,49885,37428,30903,25922,24171,71502,23257,23954,32734,32570,1.17,7,17,1.15,6.75,16,1.15,6.2,14,1.14,7.5,19,,,,1.17,6.5,19,1.18,6.5,15,1.17,7.5,19,1.16,6.75,16,1.17,6.5,15
2493,1729,1729,2010/2011,1,15-08-2010 00:00,839801,8650,9825,1,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30660,34036,22764,30617,25984,30618,38818,37262,37139,30630,41175,23686,26111,26005,46539,31291,30935,26181,27277,143793,3520,25537,2.5,3.25,2.88,2.45,3.25,2.75,2.4,3.2,2.7,2.4,3.3,2.88,,,,2.5,3.2,2.88,2.5,3.25,2.8,2.5,3.2,3,2.5,3.25,2.75,2.38,3.25,2.88
2494,1729,1729,2010/2011,1,16-08-2010 00:00,839802,10260,10261,3,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30726,24150,43248,30865,32569,35327,30373,24148,40945,27430,30829,24227,23579,30929,24899,37475,38831,30248,24205,33852,23933,47382,1.25,5.5,15,1.22,5.5,12.5,1.22,5.3,11,1.25,5.5,12,,,,1.22,6,13,1.22,6,12,1.22,6,15,1.23,5.5,12,1.22,5.5,13
2495,1729,1729,2010/2011,1,14-08-2010 00:00,839803,8472,8658,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,24209,24230,30885,30352,111930,25150,156008,38802,24157,23949,24147,24226,23837,34193,23787,35443,33049,24978,77704,31953,26559,2.1,3.3,3.6,2.15,3.2,3.3,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.15,3.2,3.5,2.2,3.4,3.2,2.2,3.25,3.5,2.15,3.25,3.3,2.1,3.25,3.4
2496,1729,1729,2010/2011,1,14-08-2010 00:00,839804,8586,8456,0,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30455,46403,24531,30354,40006,30895,24656,31097,31921,30830,30348,31432,24208,30831,39027,16351,30367,36615,30598,23782,37459,38817,2.4,3.3,3,2.35,3.3,2.85,2.4,3.2,2.7,2.3,3.3,3,,,,2.38,3.25,3,2.38,3.4,2.88,2.3,3.4,3.1,2.35,3.3,2.85,2.38,3.3,2.88
2497,1729,1729,2010/2011,1,14-08-2010 00:00,839805,8602,10194,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30669,23099,32581,23334,33138,23538,35466,25415,33620,32627,34433,23794,38899,40005,40695,35467,25668,24411,23253,24773,30988,38755,2.3,3.25,3.2,2.25,3.15,3.1,2.3,3.2,2.8,2.25,3.3,3.2,,,,2.3,3.2,3.2,2.38,3.25,3,2.3,3.25,3.3,2.3,3.25,3,2.3,3.25,3
2498,1729,1729,2010/2011,1,14-08-2010 00:00,840184,8528,8483,0,4,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,34421,35472,11736,25948,111865,101192,40015,106228,22991,71550,18859,24694,24469,35554,40548,23065,39109,40563,46344,23464,24772,23299,1.83,3.5,4.5,1.78,3.4,4.5,1.9,3.3,3.7,1.8,3.5,4.5,,,,1.75,3.4,5,1.83,3.5,4.33,1.83,3.4,4.75,1.8,3.4,4.33,1.8,3.4,4.5
2499,1729,1729,2010/2011,10,30-10-2010 00:00,839904,10260,8586,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30726,38994,30620,30865,32569,40945,24148,34944,30802,70409,27430,30455,32870,38835,26108,40006,30895,31097,30818,31921,30840,24635,1.57,4,6,1.6,4,5.75,1.6,3.6,5,1.62,3.75,5.5,,,,1.62,3.75,5.5,1.57,4.2,6,1.62,4.2,6,1.6,3.75,5.5,1.57,3.75,6
2500,1729,1729,2010/2011,10,30-10-2010 00:00,839905,9825,8654,1,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,7,7,11,30973,26111,33812,46539,31291,23678,39297,3520,30613,26181,25537,36374,26256,39658,24744,26348,24223,30966,37169,30734,24450,26347,1.17,7,17,1.15,7,14,1.2,5.5,12,1.17,7,15,,,,1.17,7,15,1.2,6.5,17,1.18,7.5,19,1.17,7,13,1.18,6.5,15
2501,1729,1729,2010/2011,10,31-10-2010 00:00,839906,10252,8658,0,0,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30380,30357,24211,24751,24136,24780,161414,23283,30892,23354,34466,24147,24226,34193,23837,23787,35443,24978,25075,77704,26169,38567,1.8,3.6,4.5,1.85,3.4,4.6,1.8,3.4,4,1.83,3.4,4.5,,,,1.83,3.5,4.33,1.83,3.6,4.5,1.83,3.5,5,1.8,3.3,4.5,1.75,3.4,4.75
2502,1729,1729,2010/2011,10,30-10-2010 00:00,839907,8668,10194,1,0,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,31465,30371,23268,24216,24846,77690,24011,30839,36012,30876,24160,46518,38899,40695,40005,24408,33881,24411,47418,24773,42183,30988,1.57,3.75,6.5,1.5,3.8,6.5,1.6,3.6,5,1.57,3.75,6,,,,1.57,3.5,7,1.57,4,6.5,1.57,4,7,1.57,3.5,6.5,1.57,3.75,6
2503,1729,1729,2010/2011,10,31-10-2010 00:00,839908,10261,8472,5,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,24229,49571,24899,30929,37475,24205,38373,23933,33852,24225,47382,37868,24209,34275,24230,36786,25150,156008,111930,38802,113836,23949,2.2,3.2,3.5,2.2,3.25,3.5,2.1,3.2,3.2,2.2,3.3,3.3,,,,2.15,3.3,3.4,2.25,3.25,3.4,2.2,3.3,3.6,2.2,3.2,3.2,2.1,3.3,3.4
2504,1729,1729,2010/2011,10,30-10-2010 00:00,839909,8602,8456,2,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30669,23099,23091,32581,33138,23538,31317,35466,23225,24676,23291,31432,24208,30831,39027,36183,38807,23782,37459,36615,108808,30960,5.5,3.4,1.73,5.4,3.45,1.65,4.4,3.5,1.7,5.5,3.5,1.67,,,,5,3.5,1.73,4.75,3.75,1.75,5.5,3.6,1.73,5,3.5,1.7,5,3.6,1.67
2505,1729,1729,2010/2011,10,30-10-2010 00:00,839910,8655,8455,1,2,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,10,10,10,30622,30658,19020,23921,30739,72735,186137,30842,23916,23927,25342,30859,31306,26564,30627,38834,30675,32345,40825,37804,30822,30679,7.5,4.33,1.44,7.5,4.25,1.4,6.5,3.8,1.47,7,4,1.5,,,,7.5,4.2,1.44,7.5,4.5,1.44,9,4.4,1.44,7.5,4,1.45,7,4.2,1.44
2506,1729,1729,2010/2011,10,30-10-2010 00:00,839911,9879,8528,2,0,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30633,43247,23780,26777,34479,24020,30338,24664,24737,30956,41008,25156,26631,41071,11736,111865,29581,129817,40015,160713,49825,71550,1.91,3.4,4.2,1.85,3.4,4,1.9,3.3,3.7,1.83,3.5,4.33,,,,1.83,3.4,4.5,1.83,3.6,4.5,1.91,3.5,4.5,1.9,3.3,4,1.8,3.4,4.5
2507,1729,1729,2010/2011,10,31-10-2010 00:00,839912,8559,8650,0,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,5,7,7,7,7,11,23932,26454,40128,23783,24728,130670,24455,35532,24372,34261,23934,30660,30617,39032,22764,24781,95327,33632,25923,30618,30630,30853,3.4,3.25,2.2,3.25,3.25,2.15,2.8,3.2,2.3,3.3,3.3,2.2,,,,3.2,3.3,2.25,3.2,3.4,2.3,3.4,3.3,2.3,3.1,3.2,2.25,3,3.3,2.3
2508,1729,1729,2010/2011,10,01-11-2010 00:00,839913,8483,8659,2,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,24694,29571,40548,35554,23065,46344,39109,40563,23464,21853,22959,36373,49885,30903,37428,23282,23257,71502,25005,23954,26494,,2.9,3.25,2.5,2.75,3.2,2.45,2.55,3.2,2.55,2.8,3.3,2.5,,,,2.75,3.3,2.5,2.75,3.3,2.63,3,3.3,2.5,2.6,3.25,2.6,2.6,3.25,2.6
2509,1729,1729,2010/2011,11,06-11-2010 00:00,839914,10260,8602,2,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,30726,30362,30620,30865,32569,30645,24148,24150,39968,30802,70409,30669,23099,23091,32581,33138,23225,35466,31317,23538,24676,23291,1.22,6,15,1.2,6.25,11.5,1.2,5.5,12,1.2,6.5,13,,,,1.25,5,15,1.22,6,17,1.22,6.5,17,1.22,5.5,13,1.18,6,15
2510,1729,1729,2010/2011,11,07-11-2010 00:00,839915,9825,10261,0,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,30973,26111,46539,33812,31291,23678,143793,31013,30613,26181,25537,24229,49571,30929,24899,37475,24205,38373,23933,33852,47382,24225,1.29,5.5,11,1.22,5.75,11.5,1.25,5,10,1.22,6,12,,,,1.3,5,11,1.3,5.5,11,1.29,6,12,1.25,5.5,11,1.29,5,10
2511,1729,1729,2010/2011,11,07-11-2010 00:00,839916,8650,8455,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,30660,154271,30617,22764,24781,25923,95327,37139,30618,33632,30853,30859,31306,26564,30627,38834,79574,32345,40825,31906,37804,30679,3.8,3.4,2,3.75,3.3,1.95,3.2,3.2,2.1,3.75,3.4,2,,,,3.75,3.1,2.1,3.75,3.3,2.1,3.8,3.4,2.1,3.75,3.2,2,3.75,3.25,2
2512,1729,1729,2010/2011,11,06-11-2010 00:00,839917,8472,10194,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,24209,34275,30885,36786,111930,156008,25150,38802,113836,41980,46518,38899,40695,40005,24408,33881,24411,47418,24773,42183,30988,2.1,3.2,3.75,2,3.2,3.75,2,3.2,3.4,2.1,3.3,3.5,,,,2.15,3.1,3.6,2.1,3.2,4,2.1,3.25,4,2.05,3.2,3.6,2.15,3.25,3.3
2513,1729,1729,2010/2011,11,06-11-2010 00:00,839918,8655,8528,2,1,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,5,7,7,7,7,11,1,3,3,3,3,7,7,7,7,7,11,30622,30658,19020,23921,30739,186137,72735,30842,23916,23927,25342,25156,25948,41071,11736,111865,26631,40015,129817,118929,29581,71550,1.8,3.6,4.5,1.75,3.5,4.5,1.85,3.3,3.9,1.83,3.4,4.5,,,,1.83,3.4,4.5,1.83,3.4,5,1.8,3.6,5,1.8,3.5,4.25,1.83,3.4,4.33
2514,1729,1729,2010/2011,11,06-11-2010 00:00,839919,9879,10252,1,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30633,43247,23780,26777,34479,24020,30338,24664,24737,30956,41008,30380,30357,24211,24751,24136,161415,30892,24780,23354,139671,139672,2.2,3.25,3.4,2.1,3.2,3.4,2.3,3.1,2.9,2.25,3.25,3.2,,,,2.2,3.1,3.5,2.25,3.3,3.4,2.2,3.3,3.5,2.25,3.25,3.1,2.3,3.25,3
2515,1729,1729,2010/2011,11,06-11-2010 00:00,839920,8658,8654,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,24147,24226,34193,23837,23787,35443,24978,26169,77704,31953,38567,36374,26256,23818,24744,26348,30966,24223,30734,26347,34543,24450,1.91,3.4,4.2,1.91,3.25,4,2,3.2,3.4,1.91,3.4,4,,,,1.95,3.3,4,2,3.4,4,2,3.4,4.2,1.95,3.3,3.8,2,3.25,3.75
2516,1729,1729,2010/2011,11,06-11-2010 00:00,839921,8559,8586,4,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,23932,26454,40128,23783,24728,130670,24455,35532,24372,34261,23934,30455,32870,38835,26108,40006,38820,97988,156727,31921,31097,30830,3,3.3,2.4,2.9,3.3,2.3,2.8,3.2,2.3,3,3.25,2.38,,,,3,3,2.5,3,3.25,2.5,3.1,3.4,2.4,2.9,3.2,2.4,3,3.25,2.3
2517,1729,1729,2010/2011,11,07-11-2010 00:00,839922,8659,8456,0,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,36373,23282,37428,30903,25922,71502,25005,23257,,23954,26494,31432,30509,30831,39027,36183,30598,23782,36615,37459,38817,108808,3.6,3.3,2.1,3.6,3.3,2,3.2,3.2,2.1,3.5,3.3,2.1,,,,3.5,3.2,2.15,3.75,3.3,2.1,3.8,3.4,2.1,3.6,3.2,2.05,3.6,3.25,2.05
2518,1729,1729,2010/2011,11,06-11-2010 00:00,839923,8483,8668,2,2,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,24694,29571,40548,35554,23065,23736,39109,40563,23464,21853,22959,31465,30371,23268,24216,24846,77690,24011,30839,36012,30876,24160,4.5,3.6,1.8,4.5,3.5,1.75,4,3.4,1.8,4.5,3.5,1.8,,,,4.5,3.4,1.83,5,3.4,1.83,5,3.6,1.83,4.25,3.5,1.8,4.33,3.4,1.83
2519,1729,1729,2010/2011,12,09-11-2010 00:00,839924,8586,8472,1,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,30455,32870,38835,26108,40006,23760,24656,31097,31921,30840,40755,32562,24209,34275,24230,24740,156008,31104,25150,24116,30352,41980,1.53,4,6.5,1.48,4,6.5,1.55,3.7,5.4,1.53,3.75,6.5,,,,1.57,3.8,6,1.57,4,6.5,1.57,4,7,1.55,3.75,6,1.57,3.75,6
2520,1729,1729,2010/2011,12,10-11-2010 00:00,839925,8654,8659,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,36374,26348,24744,23818,26256,30353,24223,30734,70865,34543,26347,36373,25922,30903,37428,23922,23257,24171,25005,32734,23954,25550,2.3,3.25,3.2,2.25,3.25,3.05,2.2,3.2,3,2.38,3.25,3,,,,2.38,3.3,2.9,2.3,3.4,3.2,2.3,3.4,3.25,2.3,3.25,3,2.3,3.25,3
2521,1729,1729,2010/2011,12,10-11-2010 00:00,839926,8602,9825,0,2,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,30669,23099,23091,32581,33138,24676,29673,35466,31317,23538,23291,30973,26111,30986,33812,31291,23678,143793,3520,30613,31435,25537,5.5,3.6,1.67,5.5,3.6,1.6,4.6,3.5,1.65,6,3.75,1.57,,,,6,3.75,1.57,6,3.6,1.67,6,3.8,1.67,5,3.6,1.67,5.5,3.6,1.62
2522,1729,1729,2010/2011,12,09-11-2010 00:00,839927,10194,8658,3,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,46518,24408,38899,40005,35467,34601,24411,25668,24773,38755,30988,24147,24226,34193,23837,23787,35443,24978,25075,38254,31953,38567,2.1,3.2,3.75,2.05,3.2,3.6,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.05,3.25,3.75,2,3.1,4,2.1,3.3,3.8,2.1,3.2,3.5,2.1,3.2,3.75
2523,1729,1729,2010/2011,12,10-11-2010 00:00,839928,8528,8650,1,1,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,25156,26631,41071,11736,111865,160713,40015,129817,118929,29581,71550,30660,154271,30617,22764,24781,25923,30618,95327,33632,37139,30853,4.75,3.6,1.75,4.5,3.7,1.7,4.3,3.4,1.75,4.5,3.75,1.73,,,,4.8,3.6,1.73,5,3.5,1.8,5,3.75,1.8,4.5,3.5,1.75,4.5,3.4,1.8
2524,1729,1729,2010/2011,12,10-11-2010 00:00,839929,10252,8483,3,2,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,30380,30357,24211,24751,24136,139671,161415,161414,30892,23354,139672,72810,113772,,14551,35983,23736,37651,38857,127133,24772,23299,1.62,3.75,6,1.6,3.5,5.75,1.6,3.6,5,1.57,3.75,6,,,,1.62,3.75,5.5,1.62,3.8,6,1.67,3.8,6,1.62,3.6,5.5,1.53,3.8,6
2525,1729,1729,2010/2011,12,10-11-2010 00:00,839930,8668,8559,1,1,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,31465,30371,24216,23268,24846,10491,39618,30876,24011,36012,30735,23932,26454,40128,23783,24728,130670,35532,24455,24372,23934,34261,1.62,3.75,6,1.6,3.6,5.5,1.65,3.5,4.6,1.67,3.5,5.5,,,,1.62,3.75,5.5,1.67,3.6,6,1.62,3.75,6.5,1.6,3.6,5.75,1.67,3.4,5.5
